,n_estimators,learning_rate,max_depth,objective,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
4068,1000,0.05,2,reg:squarederror,13,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_22', 'ref_q1_70', 'ref_skewness_23', 'ref_skewness_27', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50']",0.9996649495546182,0.0041395433805510575,0.9048861730163178,0.06342799576407031,0.898883844128998
4597,1000,0.1,2,reg:squarederror,14,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_22', 'ref_q1_70', 'ref_skewness_27', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_ent_cv_28', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_cv_44', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50']",0.9999690407745268,0.001258323715936628,0.9052356667371857,0.06331135611176301,0.898763956172896
3269,500,0.1,2,reg:squarederror,17,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_22', 'ref_q1_42', 'ref_q1_70', 'ref_skewness_23', 'ref_skewness_27', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_cont_kurtosis_56', 'tex_ent_cv_28', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50', 'tex_var_q1_48']",0.9997085747020722,0.003860654728602774,0.906592960330534,0.06285632194285082,0.8987319718434997
3272,500,0.1,2,reg:squarederror,14,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_22', 'ref_q1_70', 'ref_skewness_23', 'ref_skewness_27', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_cont_kurtosis_56', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50']",0.9996721145937435,0.004095042203789979,0.90478291787558,0.06346241499804271,0.8982802878768391
3276,500,0.1,2,reg:squarederror,10,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_70', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50']",0.9996367618450758,0.004310156791530754,0.9028752813835569,0.0640949845525519,0.8982281656602821
1163,50,0.2,2,reg:squarederror,3,"['rdvi_skewness', 'ref_skewness_48', 'tex_asm_q3_47']",0.9673118450390512,0.04088768690963388,0.8995145708563429,0.06519446206351336,0.8981189398960143
4284,1000,0.07,1,reg:squarederror,9,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_22', 'ref_q1_70', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_ent_cv_44', 'tex_var_cv_23', 'tex_var_cv_50']",0.9834304538772332,0.02911069972126744,0.9022236945255759,0.06430962423893981,0.8980332814338149
1951,100,0.1,2,reg:squarederror,10,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_70', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50']",0.9873160435904292,0.025469751563108413,0.9026503572317578,0.06416915811697085,0.8979924795873443
5130,1000,0.2,2,reg:squarederror,11,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_22', 'ref_q1_70', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50']",0.9999659635782888,0.0013193781463864901,0.9030137597886727,0.06404927560562687,0.8978846797774968
3805,500,0.2,2,reg:squarederror,11,"['rdvi_skewness', 'ngrdvi_q1', 'ref_q1_22', 'ref_q1_70', 'ref_skewness_48', 'tex_cont_cv_22', 'tex_ent_cv_44', 'tex_homo_cv_0', 'tex_asm_q3_47', 'tex_var_cv_23', 'tex_var_cv_50']",0.9999659635782888,0.0013193781463864901,0.9030137597886727,0.06404927560562687,0.8978846797774968
