,kernel,C,epsilon,gamma,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
443,linear,100,0.0001,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7152693517721109,0.11327550878900602,0.747481631124745,0.11312784817563466,0.7454668569049956
312,linear,1,0.0001,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7437757829324924,0.10745558688885122,0.7548513704770239,0.11146480833430654,0.7454484093446357
339,linear,1,0.001,scale,2,"['rdvi_skewness', 'tex_var_kurtosis_4']",0.7112016151566534,0.11408178114005557,0.7467231814566544,0.11329761295063435,0.745379537856955
383,linear,10,0.0001,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7150912017840194,0.113310940301383,0.7473591258533119,0.11315528593665321,0.7453433741978862
458,linear,100,0.001,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7152774367495758,0.11327390053846652,0.7473585095445427,0.11315542395579342,0.7453427529717598
432,linear,100,0.0001,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7438502307867079,0.10743997474424902,0.7547126633971224,0.11149633772066406,0.7453043819931764
323,linear,1,0.0001,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7149947036233371,0.11333012779522696,0.74717786944495,0.1131958701124597,0.7451606715947767
459,linear,100,0.001,scale,2,"['rdvi_skewness', 'tex_var_kurtosis_4']",0.7110932151811886,0.11410318933122053,0.7464498941401224,0.11335872089771881,0.7451048007403352
99,rbf,10,0.01,scale,6,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_cor_q3_4']",0.8949250191470473,0.06881269592989059,0.7489544811622899,0.11279744839784987,0.7449162154437208
349,linear,1,0.01,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7410566682741713,0.10802425476994484,0.7495577292005962,0.11266184397451871,0.7448451058253385
398,linear,10,0.001,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7151618275874269,0.11329689515386665,0.7467190918541602,0.11329852764218179,0.7446982335444859
399,linear,10,0.001,scale,2,"['rdvi_skewness', 'tex_var_kurtosis_4']",0.7108356525473059,0.11415403993835968,0.7460252650869388,0.11345360405605205,0.7446779190131294
372,linear,10,0.0001,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7436000932638649,0.1074924210365629,0.7540000267522052,0.1116581861662323,0.744564411339961
338,linear,1,0.001,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7148711649249012,0.11335468723289924,0.7464432246124293,0.11336021181438377,0.744420165234337
313,linear,1,0.0001,scale,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7456957801485995,0.10705222458093391,0.7524504910521761,0.11200929747056296,0.7436577489310785
408,linear,10,0.01,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7402263161278124,0.1081973165314046,0.7488052525292723,0.11283096843120358,0.7433886542010626
434,linear,100,0.0001,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.745132945231829,0.10717062495280232,0.7514558428461738,0.11223409727116505,0.743329058416076
314,linear,1,0.0001,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7450076522504561,0.10719696432660164,0.7514329896046219,0.1122392570262916,0.7433054579295687
373,linear,10,0.0001,scale,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7462883751599408,0.1069274220618891,0.7520654449889915,0.11209637496327418,0.7432590263683819
468,linear,100,0.01,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7403092777644054,0.10818003813911388,0.7486273518725542,0.11287091582437021,0.7432069174115851
374,linear,10,0.0001,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7447918405428795,0.10724231758381812,0.7512801845040261,0.11227375093583267,0.7431476564769098
327,linear,1,0.001,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7437295760549218,0.10746527559699146,0.7526042998757726,0.1119744949471556,0.7431151497340214
433,linear,100,0.0001,scale,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7454595679683923,0.10710193112944418,0.7518005053164513,0.11215625134310754,0.7429846762703143
414,linear,10,0.01,scale,2,"['rdvi_skewness', 'tex_var_kurtosis_4']",0.7101662030136093,0.11428610357287272,0.7439771046846908,0.11391015453523665,0.7426188930384557
348,linear,1,0.01,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7401932620785443,0.1082041999185509,0.7477064828809971,0.1130774703348245,0.7422661914067328
333,linear,1,0.001,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7403864137954925,0.10816397056755524,0.7474388057875976,0.11313744061215619,0.7419927423005377
176,rbf,100,0.1,scale,4,"['rdvi_skewness', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_cor_q3_4']",0.8498631714761118,0.08225504265790885,0.7445072045331966,0.11379216695371205,0.7417819480482174
453,linear,100,0.001,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7401482562126898,0.10821357152466453,0.7470680966780681,0.11322044168642773,0.741614039463579
472,linear,100,0.01,scale,4,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7138102846216603,0.11356537112163846,0.7443213616880633,0.11383354505951816,0.7415941228794026
98,rbf,10,0.01,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_cor_q3_4']",0.910236990867685,0.06360153753626552,0.7462881389331613,0.11339487438256254,0.7415139910098605
352,linear,1,0.01,scale,4,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7136878357606584,0.11358966350963737,0.7440314444938594,0.11389806541225034,0.7413011132351273
328,linear,1,0.001,scale,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7452457800739418,0.1071468990160369,0.7501327400661622,0.1125324348867288,0.7412576734564904
412,linear,10,0.01,scale,4,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7136438649815392,0.11359838551812815,0.7439817781770299,0.11390911486129776,0.7412509171442516
354,linear,1,0.01,scale,2,"['rdvi_skewness', 'tex_var_kurtosis_4']",0.709576633605042,0.1144022828465066,0.7424146058126999,0.11425722067353226,0.7410481050477805
474,linear,100,0.01,scale,2,"['rdvi_skewness', 'tex_var_kurtosis_4']",0.7095084578862353,0.11441570979677901,0.7423551939475518,0.11427039658210462,0.7409883780003239
438,linear,100,0.0001,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.739717659246349,0.1083031940673615,0.746265399192299,0.11339995595870989,0.7407940331371463
393,linear,10,0.001,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7395859704992443,0.10833058837379048,0.7460709784534261,0.11344339323807592,0.7405954200373275
318,linear,1,0.0001,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7392434031712085,0.10840181787673685,0.7460336793549291,0.11345172466254415,0.7405573166456014
76,rbf,10,0.001,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.9451389134978534,0.04972228920914115,0.7499860414901331,0.11256546427527832,0.7403964649993438
378,linear,10,0.0001,scale,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7393713151437858,0.10837522681175397,0.7458728304317159,0.11348764615637212,0.7403929992819955
467,linear,100,0.01,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7381154677291303,0.1086360177305886,0.7457099807767449,0.11352400288317417,0.7395245478767197
345,linear,1,0.01,scale,11,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7398266107280902,0.10828052439927531,0.7470465972883873,0.11322525349276637,0.7394854901421162
329,linear,1,0.001,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7432217628276423,0.10757169693089703,0.7476821586465705,0.11308292124104523,0.7394319839974121
347,linear,1,0.01,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7380525917390974,0.10864905818618108,0.7454315256306658,0.11358614195925196,0.7392393194973577
407,linear,10,0.01,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7378488576756185,0.10869130180269354,0.7452337413448045,0.11363025816831401,0.7390367242423808
405,linear,10,0.01,scale,11,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7396167040758713,0.10832419569847457,0.7461181204775236,0.1134328623436935,0.7385292599483191
61,rbf,10,0.0001,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.9448910049455979,0.04983450615038847,0.7481288047905845,0.11298278876081103,0.7384679918236481
110,rbf,10,0.1,scale,10,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_q3_4']",0.8881578519260244,0.07099400273347212,0.7452639396949772,0.11362352346954367,0.7383605234265485
465,linear,100,0.01,scale,11,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7395074805143269,0.10834691281233869,0.7456084357403254,0.11354666725755656,0.73800434006952
402,linear,10,0.01,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7402054577815755,0.10820166025813609,0.7472360037324709,0.11318285515294191,0.7375409463413876
462,linear,100,0.01,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7398188447573747,0.1082821404313932,0.7470088063157041,0.11323371104386538,0.7373050345031558
413,linear,10,0.01,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7115711951027415,0.11400876162483191,0.7391932532122281,0.11496944892562448,0.7371123483176447
342,linear,1,0.01,scale,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7400089913008177,0.10824256562457353,0.7467690421033164,0.11328735512867717,0.7370560738552244
343,linear,1,0.01,scale,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7408701348398674,0.10806315615339607,0.7460183280491469,0.11345515347506233,0.7369971211219308
437,linear,100,0.0001,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7374041497284711,0.108783453611819,0.7432318926528401,0.11407581459568082,0.7369861819335848
463,linear,100,0.01,scale,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7406785786356933,0.1081030904617502,0.7459388088184071,0.11347291294645255,0.7369147774376401
377,linear,10,0.0001,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7370513875418343,0.10885649705437148,0.743158441205225,0.11409212977333785,0.7369109438291359
334,linear,1,0.001,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7379100839497696,0.10867860845337425,0.7416896794955263,0.11441788559061075,0.7368290014215174
353,linear,1,0.01,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.711450316512901,0.11403264927838626,0.7387851083612728,0.11505937344872884,0.7367009469918149
403,linear,10,0.01,scale,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7407391641527057,0.10809046160876741,0.7456640379515119,0.11353425766604756,0.7366302469497896
473,linear,100,0.01,scale,3,"['rdvi_skewness', 'ref_q3_3', 'tex_var_kurtosis_4']",0.7112976899820962,0.11406280371586158,0.7385553781037189,0.11510995787410556,0.7364693837800783
317,linear,1,0.0001,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7367896645746776,0.10891065813037237,0.7425564843356425,0.11422574979261456,0.7362943447654284
454,linear,100,0.001,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7376551092891777,0.1087314596952223,0.740980468259816,0.11457484956269479,0.7361064448130921
394,linear,10,0.001,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.737589776555493,0.10874499775435602,0.7408812932149096,0.1145967820368623,0.7360054035711041
332,linear,1,0.001,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7364813293585217,0.10897443063095788,0.7417308542126708,0.11440876611017392,0.7354486317475737
344,linear,1,0.01,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7397588682728751,0.10829462021280926,0.7434748692709192,0.1140218275248724,0.7350871265767803
466,linear,100,0.01,scale,10,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7353020741831922,0.10921799062540118,0.7420708749057092,0.11433342966218712,0.735080925716162
379,linear,10,0.0001,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7372731879129393,0.1088105764752644,0.7399089763711142,0.11481158715700178,0.7350147904426136
439,linear,100,0.0001,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7372849959192158,0.10880813125394018,0.7399068542204801,0.11481205554491863,0.7350126283590375
319,linear,1,0.0001,scale,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7373610648149065,0.10879237746468538,0.7398319201714633,0.11482859329833837,0.7349362842607112
452,linear,100,0.001,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7363183664999424,0.10900812091934593,0.7411499221697756,0.11453736526071696,0.7348535689252567
464,linear,100,0.01,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7394931802138422,0.10834988674062868,0.7432122248525017,0.11408018347428842,0.7348158943299676
404,linear,10,0.01,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.73947124029074,0.10835444926635356,0.7431017696277098,0.11410471617948761,0.7347018274901962
435,linear,100,0.0001,scale,11,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7384992864855197,0.10855637990373322,0.7421859994220282,0.1143079109274105,0.7344796026656215
406,linear,10,0.01,scale,10,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.735222012023978,0.10923450674848613,0.7413335583273836,0.11449672989842884,0.734323627658749
392,linear,10,0.001,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.736061589266866,0.10906118489681796,0.7406066868265346,0.11465748910768198,0.7342971197493422
346,linear,1,0.01,scale,10,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_q3_4']",0.7352376290626063,0.10923128528608343,0.7410073703961129,0.11456889945492528,0.7339885999461431
375,linear,10,0.0001,scale,11,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7379123204551693,0.10867814475599734,0.7412728858000017,0.11451015722712267,0.7335391948864148
315,linear,1,0.0001,scale,11,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7379279106838529,0.10867491236001088,0.7412181291635662,0.11452227396901957,0.7334828015026945
330,linear,1,0.001,scale,11,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7378209058371062,0.10869709624766181,0.7410658999643412,0.11455595304961073,0.7333260219741449
389,linear,10,0.001,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4']",0.7391873826603967,0.10841346168394202,0.7411273251774091,0.1145423645705621,0.7326628235483326
111,rbf,10,0.1,scale,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_q3_4']",0.8845574985943987,0.07212764912463498,0.7388775818796915,0.11503900537771254,0.7325259554929813
449,linear,100,0.001,scale,12,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4']",0.7396739441695036,0.10831228858307504,0.7409313991961662,0.11458570166776456,0.7324604912679755
331,linear,1,0.001,scale,10,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7370991903586546,0.10884660180590285,0.7395186832118201,0.11489769812401791,0.7324595689357176
