,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,random_state,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
107,50,5,3,2,log2,42,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9053574764595963,0.06530735111292207,0.8348015963440059,0.09150102559174954,0.8289338934819077
217,100,8,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9418564647395447,0.05118817314410539,0.8324922072897004,0.09213837460085623,0.8288801794145457
461,700,3,3,2,log2,42,4,"['rdvi_skewness', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.8179331415491402,0.09058042674055826,0.8306687280749242,0.09263852339124233,0.8288625278410567
280,200,3,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.8297119643381585,0.08760138670695923,0.831087244105423,0.09252397073794108,0.8288290521816987
167,50,18,3,2,log2,42,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9450353925782822,0.04976917919552992,0.834667062255488,0.09153827625995109,0.8287945808601912
201,100,5,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9079059220465738,0.0644220833152477,0.8328470826722778,0.09204072249536835,0.8287812008994413
550,1000,3,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.829644058233558,0.08761885145714936,0.8309925611061546,0.09254989897437792,0.8287331033669321
535,700,18,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9342985496409286,0.054413466153160325,0.8309686625276984,0.09255644227463501,0.8287088852887639
667,1200,8,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9436889463666125,0.05037507895658258,0.832293563706601,0.09219299078797605,0.8286772524118646
276,200,3,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.8421050349876,0.08435348965143234,0.832742436169002,0.0920695291500773,0.8286740089406804
185,100,3,3,2,log2,42,10,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.8420750692830874,0.08436149368065458,0.8331930675301547,0.09194541697370921,0.828672554455091
310,200,8,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9284129559456157,0.056798403433197496,0.8309285081815395,0.09256743527387012,0.8286681941197954
518,700,15,3,2,log2,42,7,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4']",0.9407365522403853,0.0516787939737133,0.8318112786086196,0.09232545852714504,0.8286464370770614
696,1200,15,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9469026099186781,0.04891651406744442,0.8327043918290261,0.09207999960423419,0.8286350391978403
652,1200,5,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9093825216297997,0.06390353742810154,0.8322373573175492,0.09220843861790314,0.8286198340252052
205,100,5,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.8868876343959089,0.07139601230408509,0.8308435880152838,0.09259067945029226,0.8285821386571993
55,25,12,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9261281395161658,0.05769769074811338,0.8308067601073625,0.09260075809702968,0.8285448183975679
