,n_components,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
131,10,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7727912871997624,0.10118855724892634,0.7964489145017172,0.10156866637779496,0.7886414756058926
160,12,15,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7733761366270802,0.10105824049869859,0.7969570561767925,0.10144180996040408,0.7885899018983635
61,5,9,"['rdvi_skewness', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4']",0.7662157803163177,0.10264233180708977,0.7934374034961633,0.10231725512358875,0.7884129079055295
146,11,14,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7729971124504976,0.10114271420266342,0.7959786685913454,0.1016859212096005,0.7881531928660819
192,14,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4']",0.7733389985696654,0.10106652063507574,0.7950334277263824,0.1019212069395647,0.7877531942849698
207,15,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4']",0.7733389985696654,0.10106652063507574,0.7950334277263824,0.1019212069395647,0.7877531942849698
35,3,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7551045738287461,0.1050531913509152,0.7899950320317393,0.10316629239511957,0.7871874789840352
90,7,10,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_var_kurtosis_4', 'tex_cor_cv_3']",0.7691531947768993,0.10199546150846832,0.79242731122062,0.1025671160214806,0.7868020351019377
70,6,15,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q1_2', 'ref_q3_3', 'ref_skewness_1', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.7692249509083235,0.1019796082057474,0.7951826236097955,0.10188410578567234,0.7867423471101992
189,13,1,['rdvi_skewness'],0.6983519147069106,0.11659212011642096,0.7870364137877935,0.10389047082961227,0.7864730180570734
