,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,random_state,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
66,50,8,3,2,log2,42,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9297914983610748,0.056248865234872575,0.844932405094221,0.08865098476447668,0.8424380201895704
196,500,3,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.8234255225410678,0.08920370195239034,0.8440935410116307,0.08889044751028875,0.8424305387824214
250,700,5,3,2,log2,42,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.889686080017936,0.07050729799690071,0.8449234224321289,0.08865355238767633,0.8424288930342543
351,1200,5,3,2,log2,42,1,['rdvi_skewness'],0.841322474073245,0.08456226817074854,0.8427926986464631,0.08926051639674784,0.84237680631484
92,50,18,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9300291355017603,0.0561535908083043,0.8439988671991298,0.08891743266669394,0.8423348551159204
261,700,8,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.8896243976360559,0.07052700743295172,0.8435339717435454,0.08904982452287624,0.8422855725819247
189,200,18,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9063757611380784,0.0649550711957261,0.8434264615412003,0.08908041301788257,0.842177204585412
292,1000,3,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.8237713068882855,0.08911631571148462,0.8438399642915736,0.08896270683280663,0.8421742572440171
357,1200,8,3,2,log2,42,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.8905376365947575,0.07023463398195084,0.843348857331503,0.08910248621983993,0.8420989811931905
303,1000,5,3,2,log2,42,1,['rdvi_skewness'],0.8412156652015906,0.08459072362152348,0.8423827645791461,0.08937681857746517,0.8419657877658634
202,500,5,3,2,log2,42,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.890247757020772,0.07032757060343818,0.8443832654243626,0.0888078155632801,0.8418800471738161
