,kernel,C,epsilon,gamma,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
350,linear,1,0.01,scale,10,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7617496073726711,0.10361812411232185,0.7985364644780162,0.10104649746369816,0.7930767480682064
410,linear,10,0.01,scale,10,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1']",0.7595832901590359,0.10408813756403501,0.7985265448785827,0.1010489850812178,0.7930665596449399
346,linear,1,0.01,scale,14,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.763201974280143,0.10330181490826766,0.8004912837437048,0.10055507072601595,0.7928388946270251
465,linear,100,0.01,scale,15,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.763181274240355,0.10330632994791497,0.800975170210193,0.10043305405976896,0.7927735975540197
408,linear,10,0.01,scale,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7630658700229243,0.10333149800430913,0.7992540475161404,0.10086638066369669,0.7926901471624447
438,linear,100,0.0001,scale,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7601591708625651,0.10396339937794852,0.799250583788586,0.10086725084850155,0.7926865701794935
351,linear,1,0.01,scale,9,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7601645069701763,0.10396224285473604,0.7975760935017076,0.10128705402083397,0.7926522687490464
471,linear,100,0.01,scale,9,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7601582123237085,0.10396360712585108,0.7975636081032899,0.10129017763836112,0.7926394796517483
407,linear,10,0.01,scale,13,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7637078589403627,0.10319141123393503,0.7997460794550024,0.1007426921702483,0.7926332352826391
406,linear,10,0.01,scale,14,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7633358502413721,0.10327260945996289,0.8002121725218181,0.10062538404363751,0.7925490777692303
468,linear,100,0.01,scale,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7625208230678109,0.10345028242218296,0.7990355857041883,0.1009212496666605,0.7924645421849792
405,linear,10,0.01,scale,15,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7628434425934645,0.10337998905091605,0.8005989257852384,0.10052794054926617,0.7923818485511136
411,linear,10,0.01,scale,9,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7602597987152508,0.10394158759713872,0.7972395629918677,0.10137121411136135,0.7923075523619402
318,linear,1,0.0001,scale,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7598365211095385,0.10403330509732173,0.7988125821346005,0.10097722862934931,0.7922342469455411
378,linear,10,0.0001,scale,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7599163788831369,0.10401600738224141,0.7987223629831472,0.10099986687107601,0.7921410778490812
345,linear,1,0.01,scale,15,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_mean_skewness_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7629232640077447,0.10336258992964731,0.8003273754685818,0.10059636823095772,0.7920991079741553
99,rbf,10,0.01,scale,6,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_skewness_4', 'tex_var_kurtosis_4']",0.8969160389499584,0.06815762711378327,0.7953363212962353,0.10184587101655873,0.7920441441589093
336,linear,1,0.001,scale,9,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7586086057320893,0.10429891839596177,0.7967733581407217,0.10148768805892047,0.7918300073927933
413,linear,10,0.01,scale,7,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7595235727177763,0.10410106406007652,0.7956655908324086,0.10176391157527342,0.7918205885093625
38,rbf,1,0.01,scale,7,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_var_kurtosis_4']",0.8772095565413718,0.074387711321634,0.7956363682123717,0.10177118813191732,0.7917908160013142
349,linear,1,0.01,scale,11,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_q3_1', 'tex_var_kurtosis_4']",0.7641405333969017,0.1030968910667067,0.7977405663412535,0.1012458969387206,0.7916947680525409
453,linear,100,0.001,scale,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7598943370104196,0.10402078208316466,0.798118814264651,0.10115118202031177,0.7915177945675824
353,linear,1,0.01,scale,7,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7590125752330367,0.10421160951614818,0.7949150296156077,0.10195063987603137,0.7910559038288046
473,linear,100,0.01,scale,7,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_q3_1']",0.7590040783295668,0.1042134466829263,0.7947389212003764,0.10199440347519861,0.7908764815455447
35,rbf,1,0.01,scale,10,"['gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'tex_cont_mean_4', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_cv_4', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.8865895566176848,0.07149002308073611,0.7961341539735833,0.10164716622327259,0.7906093342980707
333,linear,1,0.001,scale,12,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7593994438495031,0.10412792798252991,0.7970781185576542,0.10141156360482444,0.7904430706630816
86,rbf,10,0.001,scale,4,"['gvi_kurtosis', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_skewness_4']",0.8684448797908957,0.07699682035313449,0.7925063852155589,0.10254757789193802,0.7902931199911916
437,linear,100,0.0001,scale,13,"['clsi_cv', 'gvi_kurtosis', 'ref_skewness_3', 'ref_skewness_4', 'ref_kurtosis_3', 'tex_cont_q1_4', 'tex_homo_cv_3', 'tex_homo_skewness_4', 'tex_mean_mean_4', 'tex_mean_cv_4', 'tex_mean_q3_1', 'tex_var_cv_1', 'tex_var_kurtosis_4']",0.7602610925242498,0.10394130712531523,0.7972426774652766,0.10137043555917478,0.790040914643005
71,rbf,10,0.0001,scale,4,"['gvi_kurtosis', 'ref_skewness_4', 'tex_cont_q1_4', 'tex_homo_skewness_4']",0.868205557373084,0.07706682406055163,0.7921068243510246,0.1026462659707406,0.7898892971441023
