,n_components,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
52,7,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.7387286221861851,0.10850876757810546,0.8031440328710573,0.09988432304903738,0.8015733735588583
28,4,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.7387286221861851,0.10850876757810546,0.8031440328710573,0.09988432304903738,0.8015733735588583
60,8,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.7387286221861851,0.10850876757810546,0.8031440328710573,0.09988432304903738,0.8015733735588583
44,6,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.7387286221861851,0.10850876757810546,0.8031440328710573,0.09988432304903738,0.8015733735588583
36,5,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.7387286221861851,0.10850876757810546,0.8031440328710573,0.09988432304903738,0.8015733735588583
20,3,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.7387286221861851,0.10850876757810546,0.8031440328710573,0.09988432304903738,0.8015733735588583
26,4,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7557443232340174,0.1049158844451323,0.8028085774588499,0.09996939152570805,0.800172328494396
59,8,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7511714895958622,0.10589342199455215,0.8021607800948466,0.10013346258075768,0.8000504950825249
27,4,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7511714895958622,0.10589342199455215,0.8021607800948466,0.10013346258075768,0.8000504950825249
35,5,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7511714895958622,0.10589342199455215,0.8021607800948466,0.10013346258075768,0.8000504950825249
