,n_estimators,learning_rate,max_depth,objective,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
36,50,0.05,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.9485478511707658,0.04815270310128759,0.7957467657278721,0.10174369595055353,0.7935680645623027
709,1000,0.1,4,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_kurtosis_4']",0.9998779801434199,0.002344953138521601,0.7944217932118979,0.102073163648563,0.7927815415619928
614,1000,0.05,2,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9542516611171945,0.045405302968078626,0.793572573292423,0.10228377261987086,0.7924774675804465
30,50,0.05,4,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.8725146655596328,0.07579647817049526,0.7934897422523747,0.1023042917477701,0.7923941971184351
7,50,0.05,1,reg:squarederror,1,['rdvi_skewness'],0.7377574447082738,0.1087102506585409,0.7922859478451624,0.10260203575502402,0.7917364397706788
397,100,0.2,7,reg:squarederror,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9998434870253952,0.002655792168226601,0.793295061734993,0.10235250233289951,0.7916458202062828
597,500,0.2,7,reg:squarederror,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9999160637088879,0.001944884435140397,0.7931662478836333,0.10238438925034324,0.7915159785848325
797,1000,0.2,7,reg:squarederror,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9999160637088879,0.001944884435140397,0.7931662478836333,0.10238438925034324,0.7915159785848325
35,50,0.05,7,reg:squarederror,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.9526225575932273,0.04620667512437099,0.7929361558825908,0.10244132212681531,0.7901679226724649
542,500,0.15,3,reg:squarederror,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.9944627295017461,0.015796715002723605,0.7912676024644824,0.10285323821107287,0.7901602687905539
653,1000,0.07,2,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_kurtosis_4']",0.9809269468707933,0.029317640990347605,0.7915642210708781,0.10278013257284269,0.7899011696432521
533,500,0.15,2,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_kurtosis_4']",0.9841986700419061,0.026684909489602917,0.7907917106105071,0.10297041971191054,0.789122495535591
6,50,0.05,1,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.7418699267801978,0.1078544864841546,0.7897337269799013,0.10323045633625895,0.7886182560354976
5,50,0.05,1,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4']",0.7442759706875377,0.10735065101270903,0.7893432004119527,0.1033262765877537,0.787662428074814
356,100,0.15,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9997030381896553,0.003658214898829299,0.7893561143531381,0.10332310942222198,0.7871092462395717
396,100,0.2,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9999399798795786,0.0016446267292136302,0.7889690096119546,0.10341800538015955,0.7867180123811488
796,1000,0.2,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9999399810668034,0.0016446104634076117,0.7889656470824893,0.10341882929873304,0.7867146139847025
596,500,0.2,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9999399810668034,0.0016446104634076117,0.7889656470824893,0.10341882929873304,0.7867146139847025
